0.01779,78.467175
0.485044,427.850273
1.594055,4772.488672
1.362923,7132.434662
0.760199,44.970748
0.133935,257.824584
1.461736,1542.170613
1.345531,10333.52264
0.489012,167.202878
1.764338,940.679525
1.172035,859.214364
1.624602,1907.573386
0.229844,1063.565775
1.456819,2310.335482
1.525135,11786.68211
1.275577,147.220391
1.564379,1366.006498
1.650828,5028.38494
1.316172,333.175867
2.031874,1142.594289
1.089859,1325.643931
0.434985,149.76554
1.511393,2364.937977
1.521395,7976.748549
0.498353,245.931401
0.473244,2413.031186
1.561349,17512.15665
0.488983,95.099661
1.204327,335.646482
0.799637,866.465755
2.604601,62.41219
0.879757,1783.291837
1.491297,2367.141784
1.610851,3883.279972
0.884262,109.538555
1.603633,7525.551476
1.024058,7221.533886
2.124564,6682.424879
1.004986,645.927231
1.449684,1830.699731
0.267919,1475.072601
0.397092,404.08996
1.70406,1654.670279
2.92643,12945.14861
0.341426,116.665048
0.402886,419.332547
1.479584,2410.772518
1.781384,2225.722402
1.340181,8245.209283
1.501496,12686.56736
0.352887,766.567854
1.607915,3716.014139
1.779029,325.33445
1.076463,78.812158
0.561323,626.5232
1.702511,13323.46104
1.890677,5500.553102
1.962605,404.183981
1.562583,2988.931138
0.811649,724.316076
0.454143,291.004254
1.8433,1535.544392
1.374708,4039.253893
1.274501,1209.281118
0.534982,247.589807
1.287192,560.668118
1.588227,3637.087982
1.784532,11311.44627
4.440232,146.158014
0.539668,521.152182
1.586376,1833.995739
0.248588,100.586209
0.256236,293.689474
1.6931,2334.512247
1.632923,5685.709922
1.974234,400.783551
1.741008,625.344571
0.772964,106.976456
0.415709,797.386954
0.652928,1014.443622
1.668466,1567.340445
0.641384,1321.097577
1.630635,4258.761203
1.251428,2036.070144
1.586483,3087.788889
0.299616,1806.212859
2.308159,2313.161625
0.39793,619.165174
1.87575,334.746417
0.4268,130.525744
1.838461,2648.347043
0.561152,478.197496
1.284759,853.054161
1.636714,2478.214722
1.424079,4221.210781
0.358054,620.623892
1.641388,4269.563832
1.522734,11985.50518
1.862491,5080.802444
0.893733,270.446263
0.347075,320.246991
0.514019,3476.377791
1.695734,17708.07479
0.815952,150.172852
0.2908,712.512908
1.486349,1232.037732
1.656813,2686.701634
0.443273,502.442766
1.398831,1648.428246
2.210233,3023.279889
1.492024,6178.814434
1.753596,1919.733904
1.911084,6593.387371
0.487189,565.713971
0.335136,217.017433
1.684444,3656.37803
1.784086,2763.236566
1.71327,3944.848488
1.815241,5854.220966
0.483433,503.262962
1.803453,1893.246074
1.349337,3482.865078
0.446304,1559.418598
1.621299,1523.895376
1.503628,3269.163932
1.42373,4269.270942
1.940373,10319.94335
1.795357,4260.738967
1.876207,2324.884131
1.33939,2148.438209
0.764581,207.684728
1.791978,1154.532983
2.089486,2750.350489
0.884906,201.480695
0.417285,563.578548
1.616697,897.195621
1.579951,2762.779138
1.858976,1947.0896
2.051181,3697.759473
1.5818,105.048726
1.62164,2562.292975
0.647503,166.018348
1.734381,599.027435
